mnn,trade_name,drug_id,file_name
Иматиниб,Иматиниб,c4a25428-b8f8-47f3-befc-61d3ab998821,4fc60ae7-df6b-428e-be65-b2f593b79650.pdf
Иматиниб,Неопакс,16b3f4f1-81fa-4445-9bae-d6d0ccf37f17,6654cf5f-a7cd-406a-bce0-abe6fe3b47ab.pdf
Иматиниб,Иматиниб,cc8694e4-aab7-462c-ba0e-52cc0567030e,6c461fd2-cc4f-43e1-a18b-1cbee8dadb91.pdf
Иматиниб,Иматиниб-Тева,24ebf303-1868-406d-ab77-17cf1aee6a8a,ade1ad3d-57ad-4e78-b83e-955dfe3da23c.pdf
Иматиниб,Иматиниб,dd4caeba-3a2e-4c1d-a758-4564f8ba7ef3,bea860eb-a3b7-49eb-b097-e836a833810f.pdf
Иматиниб,Цитонибонко,00b984c9-eaae-4479-b866-581b40afce8e,c8587a32-a02c-4228-9cd7-286650f34025.pdf
Иматиниб,Глемихиб,a361ae97-6e90-45b5-b36b-62389e57d912,ЛП-004236[2017]_0.pdf
Интерферон альфа-2b,Бинноферон альфа,12877ca9-ce33-4b1d-b621-9ff2e8a74bfd,25661543-c760-4dde-96af-40d1036877de.pdf
Интерферон альфа-2b,ГЕНФЕРОН,38dc6fad-a656-488c-98e7-33bfd593a2d0,d5efc6b9-b728-45bc-a33c-9176e9c6cd76.pdf
Интерферон альфа-2b,ГРИППФЕРОН АЭРО,4cce15c6-cfe9-4247-a4f1-674dabac15b0,131e80bb-d7b6-460a-8ed1-a4178cf7ac6f.pdf
Интерферон альфа-2b,ГЕНФЕРОН ЛАЙТ,fa15e691-cd6c-4e12-9abd-c16e8b3c04b6,4af0e027-161a-4b44-821a-cad2cfa74f11.pdf
Интерферон альфа-2b,Микоферон,09aa9445-ab28-4e9e-832e-870514ab2020,54b85678-64b7-43ce-a27d-2d366d8d47e8.pdf
Интерферон альфа-2b,Гриппферон с лоратадином,d91a3f61-0b72-4cb9-8547-547b24eb2ab3,69304401-2aac-4765-8ae9-efd581f79918.pdf
Интерферон альфа-2b,ПегАльтевир,3e2b22dd-60df-4316-ab5c-3876edaeda33,c1e147b4-6717-4521-a16e-784f0dda9ff1.pdf
Интерферон альфа-2b,Интерферон-Офтальмо,2cc5c026-5245-42fb-9c3f-ae34e91263c3,dcc10082-54f4-4401-86ff-9fccd9ebfd66.pdf
Интерферон альфа-2b,Аллергоферон бета,a2a9b599-e7cf-4903-bd8f-908aea94802b,ЛП-002999[2015]_0.pdf
Интерферон альфа-2b,Пэгинтерферон альфа-2b,a750cc86-a205-46d6-ba7c-2d74cf446883,ЛП-003437[2020]_0.pdf
Ипилимумаб,Ервой,0c422735-6a02-4968-ab50-a3df3f94b7b3,d56477e4-b82e-41d6-88e7-a1dfed2e1678.pdf
Иринотекан,Онивайд пегилированный липосомальный,78fb1cfb-773b-4d08-b571-0673003f49f1,1632d1e2-bf80-4206-b388-03b30e2bc7fd.pdf
Иринотекан,ИРИНОТЕКАН-ДЖ,57921260-b62f-4187-ba48-0e77c48a2043,18acc8a6-5e9f-425e-ad55-f8412118628f.pdf
Иринотекан,Иринотекан,6490b36a-30f6-4bee-8c72-f995909eddcd,2a9ec220-6723-4c68-a7af-05f98892fea0.pdf
Иринотекан,Иринотекан-Тева,ae6135c5-eac3-4a6c-9a67-53f98d443ff8,7a3c3ee9-d1ab-4dbf-967a-6ce3c76d9181.pdf
Иринотекан,Иритен,6915c852-2820-4ca0-89f4-ce702f095019,b4817f1b-ff29-448e-be9b-ef408d305935.pdf
Иринотекан,Иринова,e0d52820-184d-4872-b328-563179ab8ec2,bf2ae0d6-391e-44fc-abb5-7ca5171d857d.pdf
Иринотекан,Иринотекан-АМЕДАРТ,c9bfc8f5-921e-4417-b3b0-ec21ddb40534,1bdc2846-78a0-42fc-9030-1ab05e38ee0b.pdf
Иринотекан,Кампто ЦС,0e415c42-b676-4ad7-ae74-d86f23f7e997,5de9895c-a1e1-4398-b541-0795206c334f.pdf
Иринотекан,ИРИНОТЕКАН,69d98a36-c680-4b2d-8b6e-0ba86f4be6f0,66cf4e2d-274e-4834-9338-3e978be45593.pdf
Ифосфамид,Вескомид,3f9aaec5-7ab1-42b5-ac13-dffdf09daa9b,13fc83ca-60ca-4976-a2d5-7e95fee3ecbd.pdf
Ифосфамид,Ифосфамид,569852e2-60a8-49d8-ac41-f4a754e1745e,81e099a5-880b-4c53-a70b-accb65804c4c.pdf
Ифосфамид,Холоксан,f0b823e7-11a5-4af0-98d7-e89e29f753e8,d9542d14-720c-4c23-a70d-9e6f04434d9d.pdf
Кабазитаксел,Кабатэкс,d9823fce-2cab-4ba8-8fe8-97eabe92ee25,1e78d384-0219-4d63-af4e-d8fe8233d3dd.pdf
Кабазитаксел,Кизабо,b8500686-2b03-4631-818d-3a49abba98d2,377c05c7-5b6c-4fa6-8708-25dc33e79bb5.pdf
Кабазитаксел,КАБАЗИТАКСЕЛ ЭЛЬФА,921d45cf-3a85-485a-88bb-78c8320b5652,8022f635-faa9-4605-b2d6-ff8ca3e48db7.pdf
Кабазитаксел,КАБАЗИТАКСЕЛ,0bcfdd2b-dc71-4195-80e1-4f53120317fb,8bfb1586-291a-4d3e-8bf3-a9e74a10d9c4.pdf
Кабазитаксел,Кабазитаксел-Ника,4aa9ecc1-8d47-46fd-826c-a97a3327b40c,9f157f1d-1ac1-47ae-a315-b29c9f88c61f.pdf
Кабазитаксел,Кабазитаксел-АМЕДАРТ,ee50b172-42ca-483b-bec6-d7db08408794,dd72a06c-af3a-4a6d-b04c-460ef94d9200.pdf
Кабазитаксел,Кабазитаксел,43b7a760-7a52-403a-b1e8-0c6abde2810a,fa577194-c694-4cff-bfde-0e0f13761415.pdf
Кабазитаксел,Кабазитаксел ЭВЕР Фарма,cace4c82-6f75-49a3-b4af-9814d6e171b8,181edfb0-6b69-42ba-bbed-ba3143ffdc29.pdf
Кабазитаксел,Кабазитаксел-Келун-Казфарм,c144a6e9-3df2-4728-b4c3-85e1e36bf164,bb36823d-da5b-4acf-bd7a-b0d7c7cf8e63.pdf
Кабазитаксел,Кабазитаксел,856a8acf-59a7-46eb-af22-63fd5a2e8e01,fe62153a-ea95-4acc-9d03-f0ac50682cd1.pdf
Кабозантиниб,Кабозантиниб Дж,2c7aa5f8-65f2-4c2e-86c7-aa10809d84df,47821822-5b6d-4f7c-867b-f12006c5c678.pdf
Кабозантиниб,КАБОЗАНТИНИБ-ПРОМОМЕД,bab1ba94-8c9d-43b5-a9cd-65bbc8cb7c1a,4febdd8c-39eb-46c6-b539-02c83f6d7704.pdf
Кабозантиниб,Кабометикс,93f38653-0442-43d4-8a13-071d45a28576,78f93286-7234-4a91-82ff-a70adf390998.pdf
Капецитабин,Капецитабин,008dba09-7624-41c7-b1f9-a506d4ae7d5b,86e77aa3-92af-4dbb-af2b-a6705e1cca70.pdf
Капецитабин,Капаметин ФС,a6f7d62f-b472-442c-ab07-fd6f704321ab,ac16f89d-33d2-40aa-ab8b-07a9e2121149.pdf
Капецитабин,Капецитабин,831043db-3b38-441d-bca8-1b0093d8030c,4d78dac8-8908-4679-9db6-19f3b9f53586.pdf
Капецитабин,Капецитабин-ТЛ,6998fb0a-9a4c-4542-b5a4-79cbf161702c,5433c43f-5f9a-41a5-b9e2-8ab737cbca65.pdf
Капецитабин,Капецитабин,b0807154-f864-4a5e-809b-ef07b03bd258,55831901-4dd2-4d41-832d-427d7afa80f9.pdf
Капецитабин,КАПЕЦИТАБИН-ПРОМОМЕД,76f3e40c-4c16-431d-8fb9-cb00d92cec33,95d1f0e4-56fe-4604-80ff-b922efb41bda.pdf
Капецитабин,Кабецин,b049ead8-7f2c-4530-b2fa-f5de3979f721,9cec695a-b7a7-4821-8ae1-5a64cd36ca63.pdf
Капецитабин,Капецитабин,c605ff6a-53e9-4eac-9a6f-8ebeef9142f8,a214a173-13c7-4b79-8da4-a69affeabc05.pdf
Капецитабин,Капецитабин,f2171800-4763-49dd-a5ef-71bf7fa36265,b910d07a-b421-4674-8666-5079e71ccbbf.pdf
Капецитабин,Тутабин,bcb2bdb1-57fe-4f84-a479-fad59b726e7e,ЛСР-008789_10[2010]_0.pdf
Карбоплатин,Карбоплатин-Промомед,d45cfbf3-64fa-4d38-a311-5f9c6bea65c2,2e8738fa-be79-420d-9ac4-672f188b1e84.pdf
Карбоплатин,Карбоплатин-ЛЭНС,c3748231-b1e8-43e4-b22e-f5f98cd8940f,474b416a-c2a1-4821-84d1-6fd0562b16a9.pdf
Карбоплатин,Ириноплат,c43c2553-f25f-45c1-a6e0-ece705b5910c,62a76837-16d1-44dc-9a61-90ae8360a0e7.pdf
Карбоплатин,Карбоплатин-АМЕДАРТ,b03d0758-7e52-4aff-ad15-989a546a3118,d74a7afd-b2a1-4b87-b3db-6763696913b7.pdf
Карбоплатин,Карбоплатин-РОНЦ,688f3e4c-05f1-47aa-9257-03d88c221855,d7f3736f-68ca-491c-b6b2-8c011ff93c1c.pdf
Карбоплатин,Кемокарб,6c0454e4-c82d-4755-99db-9cd4df53432d,e309a523-6c72-411e-bfd0-b5c768aea64c.pdf
Карбоплатин,Паракт,17422fa2-05f7-4d54-bcda-e1c5bd71ea79,19517634-5299-4e6e-92f7-eedc35b86bcc.pdf
Карбоплатин,Карбоплатин,60b4b84e-11b5-4d30-9cf5-7a1682e8807d,86eb3de5-e944-44bb-a34f-352475a2edd1.pdf
Карбоплатин,Карботера,486b5042-3f70-454d-bdcc-bb36878fa792,c782f9df-f891-49af-808d-7cde7582422a.pdf
Карбоплатин,Кемокарб,40ea17c7-b2e5-4817-88aa-0fbdeca4c2b7,e2e1c391-a5e9-4d49-b98f-1a82b4414580.pdf
Кармустин,БиКНУ,a87f8bf4-c9cf-4581-90a3-cf037a953518,d9de5e80-5158-42b7-a51a-6d414cda6a5e.pdf
Карфилзомиб,Карфилзомиб-Гленмарк,376755dc-7fc2-4c40-a18e-99569e91b262,3d40a6a9-46e2-410b-bcb7-12d6c571e2c6.pdf
Карфилзомиб,Кипролис,e5535812-81b4-4643-b41e-9f0e6161a91b,8ff91800-8349-403e-932e-356adca29b1f.pdf
Карфилзомиб,Карфилзомиб Дж,940c6e3c-3c65-4abd-8620-6224d3d710b8,baf394ec-4ac1-4a45-bb65-46a2915ba90f.pdf
Карфилзомиб,КАРФИЛЗОМИБ-ПРОМОМЕД,0c7f92f2-f553-48dc-9c45-c3d5724d9c9a,28e6ed01-7f00-4365-b008-2a7d8e582e61.pdf
Карфилзомиб,Кипролис,b1daf22c-c5c0-4ec5-9e15-6deb80e5e98c,72174287-4b9d-44e5-96a4-6e57b8622671.pdf
Кладрибин,Кладрибин,e25edbf7-1a52-4158-807b-f1da77511d62,716f07ea-93ba-48d2-ba2e-f2b2dc1fdbd1.pdf
Кладрибин,Кладрибин-Промомед,c14fbf2f-9927-4aa2-8d0f-3a0ad462b741,a4fae48d-4823-4e50-8ab0-38f0a86d030e.pdf
Кладрибин,МАВЕНКЛАД,2a47f277-5cb0-4296-b793-f4d1324e9928,f3efdb01-aaa9-48c5-bb39-4a86f21f6158.pdf
Кладрибин,Кладрибин,ca5ee271-1640-4eee-b5a0-477519e2e9bd,1c8a1de8-2c2e-45d0-bfe5-a9a84f3de49a.pdf
Кладрибин,Веро-Кладрибин,d3569c63-6a08-4e64-a5e8-ecdc48687296,69536c9a-8151-4775-be12-7cff93957f83.pdf
Кладрибин,МАВЕНКЛАД,c3d1128a-7d95-47f0-b34c-734a07f7e3d6,e6071ba2-1169-4abb-b944-a9c26c0dfad5.pdf
Клофарабин,Клофарабин,63baacee-6733-4a44-bd99-39bb9afd78a9,327fb6f6-ffbb-4ea9-8860-18704dc99cfe.pdf
Клофарабин,Клофарабин-Тева,2ba7b0b1-53f5-46c0-ae2b-42f98736d179,59fdeaca-13f8-4c7a-b70b-3be810675e33.pdf
Кобиметиниб,Котеллик,ea023dc1-4be5-49d8-84a4-c4c603a40bc2,f3e17ab8-a3c7-4ec5-8f28-6bc1208f7ace.pdf
Кризотиниб,Кризотиниб-Промомед,934c19ca-e4ed-49b6-8e1f-cbb4b5d15fed,a013e24b-627c-446b-b783-02860664ffca.pdf
Кризотиниб,Ксалкори,d9f40955-e99d-4f68-9b28-93b36013b7de,fd56adc8-368e-46c8-99d4-b38c7fb7b164.pdf
Лапатиниб,Брестокэр,c74e3adc-c313-4056-aa04-7b5627417144,11800253-9df3-413e-b27e-5b2106b8b0fd.pdf
Лапатиниб,Лапатиниб-Промомед,997c6672-141e-48a6-85be-b89026681643,2b968068-b738-464a-b795-11119b68788d.pdf
Лапатиниб,Тайверб,cb79e8fa-74e9-4a04-8f23-ce6daec7cd7d,9d770427-1d0c-45ba-90c5-a4f771696009.pdf
Лапатиниб,ЛАПАТИНИБ,1e2b0610-4b4f-4dcb-b15d-9bb1147e3c97,e29e73df-f124-4591-a5d7-461a6184030c.pdf
Лапатиниб,Апалатиб,a8fd39e9-c80e-42ad-bf44-56a9727582f1,fe7eaf4b-f0ae-4f41-bc33-3e5992b781ac.pdf
Лапатиниб,ЛАПАТИНИБ-ХИМРАР,8db65e72-9ee2-4929-8cbd-09fd63131bed,a5dd3a93-88fc-49bb-b216-ae5f6054e018.pdf
Ларотректиниб,Витракви,410d0076-c8ef-4283-8daf-ddcf9aa52343,a131a452-9ca0-4830-92e1-811e372cab87.pdf
Ларотректиниб,Витракви,1c105702-bc5b-4663-9326-0a416cbc8b0d,d550a00c-4ce8-4faf-a77a-12e1d29e2634.pdf
Лейпрорелин,Элигард,e1bfc9e8-3cc7-445b-90cc-a137275625f7,3bf46a15-e41c-421a-852e-72bf719b6423.pdf
Лейпрорелин,Элигард,8832cff2-b66c-44d5-99c4-4dc730361893,39fc0064-e4f7-4129-b3cf-620daaee740a.pdf
Лейпрорелин,Люкрин депо,8fccf8cd-07c5-48d9-adad-994d6cb9aff1,694528ad-c301-40a1-8c1c-45995dc779e5.pdf
Лейпрорелин,Люкрин депо,d1f17bcf-322a-4580-ac4d-3ffa9f8b49c9,8861352a-0b46-4730-ac11-bb2f0ea51c3e.pdf
Ленватиниб,ЛЕНВАТИНИБ-ХИМРАР,7be8e51d-c810-4718-865f-c24e75eb51eb,05826418-0641-4f00-a538-fd25ff10127e.pdf
Ленватиниб,ЛЕНВАТИНИБ-ПРОМОМЕД,f0002934-6f68-4a8f-b62a-53a60c61129a,34836b15-ff71-46ad-aa0b-7609f2a11d71.pdf
Ленватиниб,Ленвима,3079f95a-d630-4281-8897-5c02144d7b28,b4ddd407-fdc1-43b8-9f02-40ea369ac963.pdf
Ленватиниб,Ленватиниб,33828f4a-ff73-44a1-a0c9-6c2c05a1c41b,713783d9-d5ab-4afc-987d-e05191ee8948.pdf
Летрозол,Лестродекс,86322c19-b78d-489b-ba25-13b59d663f2d,7de889de-6b82-47a4-b4f9-f45b70f5864c.pdf
Летрозол,Эстролет,b767976a-c0aa-43db-aa27-b37777c2cde4,d170f264-ff86-4e71-8857-d86e7e9cf8e0.pdf
Летрозол,ЛОРЕТА,82608235-f710-4f1c-842a-8f7ee6d6df96,d5b167de-1ca3-4898-90fb-b1272b71c4e7.pdf
Летрозол,Летрозол,ad9b34bc-3c8a-46be-a09c-8e77ab5331eb,ff99fd1e-3f09-4d6f-a605-7979a543ba5b.pdf
Летрозол,Летзол,2f3ab50c-8baf-439c-a789-225db3b165e5,22ac98ad-c5af-483a-8ad8-c40d6b2e3abf.pdf
Летрозол,Летрозол,7ebb2335-93ae-426a-9747-2872e1d1dfba,49800c1e-dc85-4bcb-ae9a-e2309118df51.pdf
Летрозол,ЛОРЕТА,223c9be4-f939-4e08-a1a6-bcb468ef65e5,525f1f74-b07b-4b07-8436-73ef1fa53248.pdf
Летрозол,Летрозол,714d072c-a39b-4dff-92d9-48d01e66a2bb,82acbdf7-c66b-4306-82cb-8fdf82ae30ca.pdf
Летрозол,Летрозол,bcb86aff-c26d-4d6d-b3a4-4e90d5808e1f,ЛП-000179[2016]_0.pdf
Летрозол,Летрозол,4228f9df-df82-41d4-9f87-cd86d5bdc10f,ЛП-003028[2020]_0.pdf
Ломустин,ЛОМУСТИН,a104cfac-dd0c-4d20-a4a7-525c2db38417,a9494a58-9133-450c-b578-76064583edd5.pdf
Ломустин,Ломустин медак,5be0aaa6-7de4-4a91-9da6-2dbb4fc37ca7,ed28daff-9697-4b1e-98ab-2d9fe137f7ad.pdf
Лорлатиниб,Лорвиква,65a7f3ed-650d-4ce9-9d7d-1444a0147690,346aa570-9516-4bf5-9759-582c5de033d3.pdf
Мелфалан,МЕГВАЛ,a4194d28-6f3a-4554-90fb-d25d8b015f17,41a0938f-ca39-48f1-b16d-5b9026b171d1.pdf
Мелфалан,Джаларан,39efcedb-6e1a-4144-acca-e4463a264774,59e44348-67ae-49e1-812f-82f3841ab42b.pdf
Мелфалан,Мелфалан,d0d3fcce-cefd-46b1-ad20-e6911d08fc19,4cfa279c-85e8-48a3-b8f8-ebd83f4ef4d4.pdf
Мелфалан,Мелфалан-натив,d6e5e538-f6e2-4216-9676-8da27b5b62e5,631adecd-ff8a-4026-888f-22eff81657a5.pdf
Мелфалан,Алкеран,9dc51f9e-57ab-424f-b5de-db9df1e824ab,89e4c803-1f11-4c56-b4e3-7b3a192cdcc0.pdf
Меркаптопурин,Пури-Нетол,8c4ec42f-f5ae-48e1-b51d-3b15301e9018,0c0fb080-2b87-42d8-bd40-aa331c3bd4c4.pdf
Меркаптопурин,Меркаптопурин,7456c522-2dbe-4ebf-92b7-772af9342ea6,e0fcf22f-cade-42b6-b6a1-ce57cab09f3a.pdf
Меркаптопурин,Меркаптопурин-натив,b74f66c5-6a62-4195-838c-5aa88afef9cf,e1654513-73da-4812-a990-4850e516a992.pdf
Метотрексат,Метотрексат-Промомед,be8b4486-de9d-41d2-a010-d57627267b10,19da18aa-081a-4647-b817-7ef552ecec9a.pdf
Метотрексат,Метотрексат,ade3a785-90e1-4fe9-8df6-d5fc64e8c4b6,5119bfb7-9fa5-4b9c-9629-286070611e05.pdf
Метотрексат,Веро-метотрексат,1dd88140-cf5e-4f9b-93cd-50e4d9588259,89b74113-e0ed-49ef-b713-e26d6668317c.pdf
Метотрексат,Метотрексат,f8211611-87ab-424d-ba38-07a3f75c04bd,91fd624a-5296-4439-b7cd-92ae610a3e47.pdf
Метотрексат,Метортрит,164d094a-1d50-46cc-a2ef-482857414d27,ca1d437c-e004-4b16-ad92-37679984cfa8.pdf
Метотрексат,Метотрексат-РОНЦ,fe60eb53-c30c-40cc-9984-11c59d543f59,19a32cfc-49dd-43d2-902a-727fe66ea902.pdf
Метотрексат,Метотрексат,e83d6538-2714-4d9c-a09a-df6df4e5a411,5137b93f-2dd9-41f1-9a88-f0d9acbcc979.pdf
Метотрексат,Метотрексат,8f5c559b-a7cf-48ed-afa5-791b44eb7c10,706b353f-e115-46d5-8f87-61649e471cd9.pdf
Метотрексат,Метотрексат-РОНЦ,0f1ca4f4-7407-4900-85de-e873e382f622,bbfebb03-1f9f-4b9d-8ef4-6d9a18f7b90b.pdf
Метотрексат,Метотрексат-Келун-Казфарм,7baee6d2-db62-4671-9e90-65a4b6519150,ЛП-006294[2020]_0.pdf
Мидостаурин,Митикайд,34a6b506-66d5-47bf-ac59-aa4c92081b63,88da24a7-9507-4e4b-8c85-90de4bb53476.pdf
Митоксантрон,Онкотрон,647494bd-ef3d-4990-981c-e38948cb82ab,052f5bb4-8023-4ae4-b7fe-665586b10796.pdf
Митоксантрон,Митоксантрон-ЛЭНС,80d160b1-9aa6-4a8d-8615-0c5d3c6bf951,Р_N000458_01[2020]_0.pdf
Митомицин,Митомицин-ДЕКО,b1b4f568-344e-49c7-8435-27e2ddad1a66,2819cbbc-b4ab-4172-a4f6-8c34de38dcaa.pdf
Митомицин,МИТОМИЦИН-ПРОМОМЕД,f6299125-e588-43c5-950d-0b712844bba6,8f6b016c-36e6-4992-b186-edc71678da41.pdf
Митомицин,Митомицин,80dfb415-1ab4-4d97-8efb-4730c2d41530,de648f3a-e31f-4231-b4ef-da494a036e65.pdf
Митомицин,Митомицин медак,a1f836bd-4fe1-4a5b-a5c4-58ec2d31bcea,e727874c-3ddc-4f3c-8f3f-d7f7279fb867.pdf
Митомицин,Веро-митомицин,d432a6fe-bbd9-41c1-8c40-0f2b8ce48c4f,Р_N002367_01[2003]_0.pdf
Неларабин,Атрианс,61f30f87-c0db-481b-8dc5-6aa279959200,cec8bbdd-8e52-4a9e-ba2e-1b287b7aec65.pdf
Ниволумаб,Опдиво,585925f2-b1e3-4191-a15a-481407dd9666,5caffe56-b932-453d-977d-f7a22a897703.pdf
Нинтеданиб,Варгатеф,34efc887-a657-4b4c-b61c-ac83c8a48977,40fe1e62-3583-4304-b677-394251805cf3.pdf
Обинутузумаб,Газива,f27c4569-81a9-40e1-af36-26c9ed3df22d,1910d85e-639d-493e-855d-aaee8138753c.pdf
Оксалиплатин,Оксалиплатин Эбеве,bc57cb00-a6c2-46a0-b1aa-941ba2e09c5e,3769e5af-03ea-4d7e-865e-572ebefb0df2.pdf
Оксалиплатин,Оксалиплатин-Тева,2632aab0-d993-4e85-9415-da0f4eece86f,4d558783-618f-4016-8a62-3ccf0cd5f68b.pdf
Оксалиплатин,Оксалиплатин-ДЕКО,16b0a806-121e-451e-802a-e8c2ae4778d8,4eef659c-acaa-447d-9d5e-c5763ded6e45.pdf
Оксалиплатин,Окситан,1c74c4fc-2d23-4081-8b3f-7fdde9617b5c,6fe719e7-40c0-4b0a-934a-d18c0a8fac94.pdf
Оксалиплатин,Оксалиплатин-АМЕДАРТ,2dc97809-59e4-484e-a3f4-37ebbeddcec8,94da071d-2726-4569-84a4-57ffbc68fcae.pdf
Оксалиплатин,ОКСАЛИПЛАТИН-ПРОМОМЕД,daed4bdb-9fb2-401e-a575-5057fa67aa07,ee3f284b-4265-41a1-8d8b-d19291c6abbf.pdf
Оксалиплатин,Оксалиплатин медак,5da0d645-73e9-4e11-8fb4-58e4c9951be1,f5495661-07ee-4066-898d-fe097cb00741.pdf
Оксалиплатин,Оксалиплатин,a3a63d37-b42e-4920-8673-f0795553c6a6,f6ff49ee-5080-436b-b940-50baef0c17d6.pdf
Олапариб,Линпарза,342c1332-c6d3-43b3-a234-97583e35158a,08024694-409e-45d8-a0e5-c265c2ce9b7b.pdf
Олапариб,Линпарза,76f8a21b-d7c9-46ec-a491-ca60b0852abf,043a3b0b-63af-4ca7-9a0b-64c99e9e93fa.pdf
Олапариб,ЛИНПАРЗА,e1fa5997-ff45-4be8-85f6-99592a573bf3,64cc287c-e8d9-4cf4-a863-f3a3f6a390ac.pdf
Осимертиниб,Осимертиниб-Промомед,7d282554-c255-44ef-adbd-39292a2e7ce3,4ab69a20-0bf0-4c75-8270-b80126e007d0.pdf
Осимертиниб,Тагриссо,0d0dcc34-db37-4fa7-8f9f-150a44af373e,1e1a1e20-90b7-4ba7-96e5-b8c6b818444f.pdf
Осимертиниб,Осимертиниб,aeff49ef-af5d-4663-b5a5-f07f26cb3273,a49c2b23-5b05-4260-8def-9b700227d1a3.pdf
Пазопаниб,ПОТАРБИН,6cb43152-3004-4b74-97d8-d06e08e0567a,8aa63875-0a02-4580-b740-1db101541d65.pdf
Пазопаниб,Пазопаниб,f0a3a603-f3e2-4018-a411-3a1ea08ed92f,ac6472c4-b009-4db6-9caf-4c8ed52be99b.pdf
Пазопаниб,Пазопаниб-Фарм-Синтез,f2e6a666-c0ca-4e9d-87c7-ba28d816a469,d9d3d3ef-6d3b-49ad-9210-e3345938f4ad.pdf
Пазопаниб,Пазопаниб-Промомед,cecfcc13-cf8b-4d6b-a500-63c8d1d68101,24852c65-eacc-4af4-b843-c1bc534e5518.pdf
Пазопаниб,ПАЗОПАНИБ-ТЛ,0af2ff63-178c-4f09-b7a1-eb13ab991e69,63f0bc3f-6216-4dd4-91c5-052e691e148e.pdf
Пазопаниб,Вотриент,cc06be17-de50-43d0-b374-6585b970f3ad,67978c8d-b0f4-4239-8070-58d05c9e39cf.pdf
Пазопаниб,Пазопаниб,848f5a8d-39f8-43e7-a2d4-d399e009d766,77e8d47f-3ae7-4a18-9f71-f4b1f702ee37.pdf
Пазопаниб,Амезопан,0c89d9e5-4a8a-4eb1-bff2-7fefaefdcb05,c744b69d-d2b0-4774-a3d7-3f819adfa407.pdf
Пазопаниб,ПОТАРБИН,7469f04c-9734-4ac1-9ed1-80353d460fb7,e858f2a1-0455-459b-8037-8dff52664341.pdf
Паклитаксел,Паклитаксел-Промомед,c53e62d8-32ea-453a-a5d4-ed0b245e278e,08d41e4f-aa9a-4b0e-9d72-80eb828106b4.pdf
Паклитаксел,Теватаксел,d67fd9dc-97b2-4256-8bb9-6215e7d89b68,162c4915-70a2-475f-b9cc-7fae3be9d682.pdf
Паклитаксел,Паклитаксел-ЛЭНС,da6db93e-9402-4360-a4b0-defa4630a69c,17544a7f-03bc-4487-af70-7d6fa247674f.pdf
Паклитаксел,Целиксел,04d63057-3571-4611-b28e-1712efbb4dc4,30fc2696-1363-4672-9a9b-48bd3e4198f5.pdf
Паклитаксел,Паклитаксел-Тева,6ca5d2ff-40e5-4844-bd85-0370f173b433,4923f627-af02-4be8-ba79-acc4438c061a.pdf
Паклитаксел,Паклитаксел,eddcebbd-8ce5-4d27-807a-d786a6be713e,6c41c738-141f-4abe-8825-6e8bbc6338c0.pdf
Паклитаксел,Паклитаксел-АМЕДАРТ,11e071d9-e3f4-4199-9165-f71d54d0cc52,73eb129a-9ec1-454c-808d-6ccd86108c88.pdf
Паклитаксел,Паклитаксел-Рус,2117bdd7-a73f-4042-a062-380e89a54d17,8a1136c2-635d-4f22-af0e-df25259f0c2f.pdf
Паклитаксел,Паклитаксел-Эбеве,d7411ea6-8b44-46e8-bfac-0e9c51bb6a24,fafcfdbd-581d-4f2b-aacb-de10ce33a835.pdf
Паклитаксел,Паклитаксел Эльфа,477e39d0-f3bc-4acf-8143-116adff16dd9,4a901ff4-bf0f-4030-a963-a77db456480b.pdf
Паклитаксел+альбумин,Абраксан,0f602a63-b554-46b5-92a1-26160f8250b4,83856646-a5c1-4a24-93d4-4dbc55f98f0d.pdf
Палбоциклиб,Итулси,48b45635-5e13-4dd7-a915-7b9e274e0aa8,453e16f8-6096-48ec-9026-5c4ce356f54d.pdf
Палбоциклиб,Палболиб,44ee1330-7232-4b08-b4e2-3cfecde1d1b5,8a51c5ca-c96e-48bc-8dca-223a146c7cdd.pdf
Палбоциклиб,Палбоциклиб Фармасинтез,7ecf2388-7cc2-407b-b18f-f409df35cd31,8d76d218-d2ca-4bb8-9e8a-c1451bc862df.pdf
Палбоциклиб,ПАЛБОЦИКЛИБ-ПРОМОМЕД,db1a1819-f9f6-42c8-853a-27fa13714e1b,a0d82047-92a4-42b9-9201-25af94ff07c8.pdf
Палбоциклиб,ПАЛБОЦИКЛИБ-ХИМРАР,eb62e45e-97a8-485c-829c-359752c58804,da1b22fb-fd13-4035-b226-6eac7a7fe686.pdf
Палбоциклиб,АЛЬБОЦИФ,92ce787f-361c-4786-8ab6-db0e0d0eb4a6,fc8e9328-1ec6-4c2b-89ee-fbc2a7ed6fa6.pdf
Панитумумаб,Вектибикс,64d41532-1139-4cf5-b178-2e33d40be968,155fc24f-e149-4e96-8eaf-0fbc77629ef6.pdf
Пембролизумаб,Пемброриа,696d820d-7a20-4bbf-b319-06c6dbd5f110,50231315-f1d0-4233-8863-581067987aeb.pdf
Пембролизумаб,Арфлейда,64064625-b203-47cc-9ab1-f41497210f6f,5e8ea2fb-d3de-44d5-a949-465dced0b055.pdf
Пембролизумаб,Китруда,fbb58f31-939d-410b-af2b-6b7eb80d7880,bf125337-2b12-4fb1-a07a-ddaabff42bb8.pdf
